"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"1","GOBP_MITOCHONDRIAL_GENOME_MAINTENANCE",0.98717576260635,0.999621623045133,-0.187558896014285,-0.495434835783746,23785,13,"TOP3A,TYMP,OPA1"
"2","GOBP_REPRODUCTION",0.120809995691512,0.558361357486871,0.218805776737621,1.11051312550887,4205,808,"MAFF,DDX3Y,ADM,H3-3B,BCL6,ENDOU,IGFBP7,LARP7,OR2H2,SMURF2,YBX3,INHBB,SOX9,RPS6,RNF114,RAB13,ZFP36L1,TIPARP,HSPA5,KRT19,CEBPB,HERC4,MERTK,HTRA1,CADM1,EDNRB,TIMP1,RGS2,AKR1C3,PTN,DACH1,SPP1,ZNF148,DDO,FOS,ADAM2,ACOX1,TRPC6,HMGB2,JUNB,CD9,TIMP4,FBXW11,SEPTIN2,H2AX,ING2,RHOBTB3,NUPR1,STK4,BMP7,TMF1,ADCY10,CCN1,ZBTB16,TLR3,MSX1,CD46,MFGE8,CENPC,TCP1,SRPK1,SEPTIN4,SAFB2,PDE3A,BMPR2,TFAP2C,SMAD1,GJA1,KDM5A,NIPBL,ADIPOR2,RAD51B,ZFX,MDFI,POU4F2,NCOA4,UBE2A,AXL,HES1,MSH3,TGFB3,PGAM2,CAPN2,SPA17,MBD2,AP3B1,FOSB,SGPL1,SERPINE2,OVGP1,FLNA,KDM3A,IFT20,LEPR,BIRC2,CYLC2,BBS4,PCSK5,CEP131,HUS1,LHFPL2,PDGFRA,USP9Y,SMC3,NSDHL,PHB,VEGFA,PSMC3IP,STX2,SMC4,LNPEP,SPAG1,HOXD13,CCR6,BMP6,MAPK1,ADAM28,HIF1A,HAS2,RAD51C,SALL1,SDC1,MSH6,CASP8,GATA6,TMED2,UBAP2L,CDC25C,BMP5,SHH,EREG,RRM1,ITGB4,NUDT1,HYAL3,CCNB1,RAD51AP1,HFE,RLN1,RPS6KB1,AKAP3,UBR2,PZP,AVPR1A,P2RY1,IL4R,WFDC2,PLK4,PTGDR2,KIT,EIF2S2"
"3","GOBP_REGULATION_OF_DNA_RECOMBINATION",0.913094196558763,0.991315011808597,0.199741882590915,0.735926027584945,25047,59,"BCL6,TFRC,CHEK1,MSH3,PAXIP1,MSH6,IL4,RAD51AP1,NSD2,CD28,IL10,H1-10,TIMELESS,KDM1A,RIF1,HMCES"
"4","GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY",0.071842858247622,0.470199672593314,0.578210542740985,1.46548801900587,1857,12,"RPL11,RPL3,RPL3L,DDX28"
"5","GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",0.00696314534123259,0.149162005238867,0.604738105742465,1.74609629231483,180,20,"ELOVL2,ACSL6,ACOX1,ELOVL6,ABCD3,PEX2,ELOVL5,ACOT1,ABCD1,SLC27A2,ACSBG1,CYP4F2,ABCD2,ACAA1,HACD2"
"6","GOBP_TRANSITION_METAL_ION_TRANSPORT",0.353682694039258,0.781185613658946,0.275468410643741,1.05529856968419,9819,73,"FTH1,B2M,TFRC,HEPH,ATP6V0E1,ATP6V1B1,TRPC6,TCN2,SLC31A2,MT3,NECTIN1,SLC30A1,ATP6V1G2,TF,SLC31A1,HFE,ATP2C2,ABCB7,ATOX1,HRG"
"7","GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",0.934303229938695,0.996882011523235,-0.183496028788489,-0.758753191750637,20421,90,"PIBF1,TTN,POGZ,NEK2,CENPF,NUMA1,KPNB1,RAB11A,SMC2,VPS4B,SLF2,CUL3,CHMP7,TUBG1,KNTC1,PTTG2,ANAPC15,TPR,BUB1B,KATNB1,MACROH2A1,EML3,DCTN2,TRIP13,DUSP1,NAA10,PDS5B,PLK1,ANAPC5,CDT1,KIFC1,NCAPH,HNRNPU,NSL1"
"8","GOBP_CELL_CYCLE_CHECKPOINT",0.531087449816722,0.875400405134594,0.230412246937341,0.964216928826364,15212,124,"CDKN1A,GADD45A,CRY1,NDC80,H2AX,CHEK1,DNA2,TRIAP1,BTG2,MAD2L1BP,CDC14B,CDKN1B,HUS1,FOXN3,PRPF19,CDC6,CNOT1,CDC25C,SFN,CCNB1,SYF2,BRCA1,IK,SOX11,RAD9A,PCNA,SOX4,CNOT4,DOT1L,MAPK14,TIMELESS"
"9","GOBP_DNA_REPLICATION_CHECKPOINT",0.443316937139316,0.840867159480142,0.409903869071744,1.01394039602161,11445,11,"DNA2,HUS1,CDC6,RAD9A,TIMELESS"
"10","GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE",0.0954050173156517,0.520575565311443,-0.423539863831747,-1.35988465626813,2258,27,"CDK14,CCNA1,CDK16,CDK5,CDK18,RRM2,ZPR1,BRD4"
