"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"1","GOBP_MITOCHONDRIAL_GENOME_MAINTENANCE",0.565274852352042,0.903601515787364,0.35196390576701,0.917084158400757,13686,13,"AKT3,SLC25A4,SLC25A36,MEF2A,POLG2,TYMP,TP53"
"2","GOBP_REPRODUCTION",0.491304811693161,0.870946250151736,-0.203532808944635,-0.992229591315184,18419,808,"HSPA2,SPP1,CLIC4,PLTP,COL9A3,GAL3ST1,CCNE2,SEPTIN4,KLHDC3,RAB3A,COL16A1,CD9,QKI,DNM2,SFRP1,JAM3,ADIPOR2,FGFR2,DUSP1,RAMP2,JUNB,BAK1,DDR1,SUN2,HTRA1,BSG,GJA1,SPAG8,FOS,SOX30,SALL1,MLH3,PLA2G4C,CALR,ARHGDIB,STK3,TSPAN8,RBPJ,HSD17B3,SEPTIN7,SEMG1,LDHC,AXL,ZNF35,CYP7B1,FOXC1,NUMA1,HMGCS1,SOX9,TNFSF10,PTTG2,SULF1,SEPTIN2,SLC4A2,SRY,VGF,GAMT,ZFP36L1,BAD,IGFBP5,SLC38A3,CDK16,GAS2,HSD17B2,STAT5B,CNTFR,EMP2,TUBGCP3,H1-1,PRKACA,TCF21,SP3,SBF1,TGFBR2,PTN,AMH,NR0B1,IGFBP7,BRD2,TFEB,CCND1,PAFAH1B3,GLI1,MMP7,CAPN2,TOB2,MDFI,CASP8,AKT1,WASHC5,HSD17B4,NR6A1,ATP7A,GCM1"
"3","GOBP_REGULATION_OF_DNA_RECOMBINATION",0.642906831145944,0.938195314401862,0.24043692032446,0.899525098403649,13862,59,"MSH3,BCL6,ZNF365,SMCHD1"
"4","GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY",0.863959265798875,0.993894130676745,0.269858399710278,0.68781195551102,21039,12,"MDN1,FASTKD2,RRS1,DDX28,BOP1"
"5","GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",0.699318344443189,0.950473431916437,-0.294197604461049,-0.825233128687157,18568,20,"ELOVL5,CYP4F12,PEX2,HSD17B4,ELOVL2,ACAA1,CYP4F2,ACSBG1,ACSL1"
"6","GOBP_TRANSITION_METAL_ION_TRANSPORT",0.352224190019794,0.788350516531632,-0.286324462575145,-1.05644272633888,10142,73,"TF,SLC31A2,DNM2,RAB11B,SLC39A7,ASIC3,ATP7A,SLC30A3,ATP6V0E2,B2M,ATP6V0E1,ARHGAP1,ATP2C2,SLC39A8"
"7","GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",0.829748921278837,0.985230311698408,-0.211928414848098,-0.811846070643671,24421,90,"DUSP1,SLF2,KIF22,NUMA1,CENPF,PTTG2,NSL1,CDT1,TTN,KNTC1,AKAP8L,CHMP7,ANAPC15,POGZ,PIBF1,ANAPC5,CHMP2A,HNRNPU,ZW10,NUP62,KATNB1,NEK2"
"8","GOBP_CELL_CYCLE_CHECKPOINT",0.966618141659555,0.999953196667603,0.17534238350863,0.746056517760769,19255,124,"PRPF19,RAD1,PLAGL1,CDKN1A,SFN,CDC6,FEM1B,GADD45A,MAD2L1,CLOCK,H2AX,TRIAP1,CCNB1,TIPRL,ATM,FOXN3,HUS1,PLK3,HMGA2,AURKB,DOT1L,CHEK1,TOPBP1,CDC14B,ATR"
"9","GOBP_DNA_REPLICATION_CHECKPOINT",0.829240679289479,0.985168139577632,-0.293131671711872,-0.704403777661157,21240,11,"DNA2,CDT1,RAD17,TIMELESS"
"10","GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE",0.237458934701561,0.700669264251376,-0.392907370118132,-1.18204286565369,6432,27,"CDK18,TYMS,CDK16,BACH1,CDT1,CDK5,BRD4"
"11","GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS",0.908291551298361,0.999953196667603,-0.23034741461091,-0.660009475747024,24274,22,"GCLC,TST"
